open,high,low,close,volume
241.3596,242.7114,241.2301,241.9707,89164
242.8288,243.5174,242.7586,243.138,81119
247.3141,247.1873,246.3543,246.7708,70087
246.8214,247.9669,247.3792,247.673,39866
246.5774,247.5716,246.2732,246.9224,61252
247.388,247.4891,246.4016,246.9454,8792
244.5226,244.5752,243.1893,243.8822,29892
245.2389,245.3841,245.3778,245.3809,26938
247.2651,248.6511,246.49,247.5705,81884
245.4984,247.0914,245.8607,246.4761,47978
245.729,245.9525,244.7318,245.3422,90383
246.9923,246.2357,245.8023,246.019,43692
246.8543,245.1546,244.7838,244.9692,74110
245.1155,244.8679,244.7955,244.8317,21957
249.9588,250.023,249.9709,249.997,15111
248.7162,249.468,249.3408,249.4044,32767
247.1347,248.8147,248.2565,248.5356,90968
247.0822,247.0374,246.8648,246.9511,78746
250.568,249.2852,248.342,248.8136,48986
249.3345,248.6105,248.1646,248.3876,2209
247.6261,247.1029,246.496,246.7994,17553
250.2694,250.7526,249.4175,250.0851,97693
253.9339,254.3394,252.9812,253.6603,32736
250.3291,252.2087,252.1166,252.1626,87316
248.0473,247.9646,246.9977,247.4811,16023
249.5648,250.3608,249.6378,249.9993,20819
247.79,248.4675,248.1579,248.3127,68413
250.058,250.5724,250.0291,250.3008,21436
245.1318,245.8249,244.9644,245.3946,69784
247.0765,247.6458,247.5733,247.6096,54025
244.6455,244.7136,244.5571,244.6353,76919
246.0347,246.7234,246.1716,246.4475,9714
246.5815,247.6582,245.3565,246.5073,37320
243.091,244.562,243.7989,244.1804,33235
243.0548,243.7134,242.7085,243.211,88525
244.099,245.1009,244.7081,244.9045,69242
244.7165,245.7316,244.645,245.1883,82755
246.7519,246.6972,246.5943,246.6457,33668
250.3348,251.8698,251.2207,251.5452,69068
247.0246,248.0959,247.1753,247.6356,50973
252.0947,252.4463,250.884,251.6652,37276
250.8848,253.4256,250.4803,251.9529,50346
251.0455,249.8389,249.5884,249.7136,17849
247.307,246.7482,246.0851,246.4166,36793
245.6103,246.2017,245.7488,245.9752,58297
247.6806,248.4,248.1338,248.2669,49287
248.1253,248.438,247.5121,247.975,3537
250.6539,252.3957,251.0985,251.7471,33867
246.6287,249.3032,246.9348,248.119,9307
247.7719,248.5418,247.6858,248.1138,30051
244.9327,245.8733,244.1893,245.0313,55866
246.0165,246.3013,245.5923,245.9468,28447
247.695,248.5607,247.7446,248.1527,11302
248.0778,247.7215,246.5452,247.1333,72811
239.6424,241.3583,240.086,240.7222,81266
240.4014,241.5817,240.8686,241.2252,85610
242.6565,243.2765,241.3291,242.3028,68438
242.4587,243.3513,243.262,243.3066,36791
245.4507,246.8937,245.7817,246.3377,14739
243.8141,243.9997,243.4482,243.7239,93887
244.6305,246.1596,244.6527,245.4062,82221
248.258,248.4303,248.2841,248.3572,56214
243.4526,244.2671,243.6624,243.9648,85513
244.1363,245.0838,244.4542,244.769,40286
242.0233,244.0021,243.1167,243.5594,38707
243.4871,243.7715,242.9989,243.3852,65790
243.3418,245.2662,243.2452,244.2557,8139
242.9674,243.1751,243.0051,243.0901,29967
241.1008,241.5523,241.3914,241.4718,29786
241.4288,242.1726,240.9842,241.5784,15828
238.8687,239.0729,238.8791,238.976,8224
236.5424,236.9186,235.8915,236.4051,53078
237.5151,238.1426,237.927,238.0348,45173
236.2014,235.4581,235.19,235.3241,40630
235.6026,237.0522,236.7789,236.9156,32371
237.8734,238.6374,237.4331,238.0352,77394
234.5379,234.9793,232.9227,233.951,35594
232.7216,232.6247,232.1538,232.3892,49205
234.4996,235.5155,234.8594,235.1874,34793
232.3387,233.288,232.5188,232.9034,67321
231.1448,231.9149,231.7753,231.8451,51952
233.3583,233.2429,232.6361,232.9395,32114
234.2665,234.9105,234.6647,234.7876,28865
234.3998,234.9294,233.5117,234.2205,6186
233.0291,233.0106,232.6783,232.8445,73772
237.8578,236.4859,235.8734,236.1797,58704
240.536,240.5411,240.0793,240.3102,40369
242.096,243.3385,242.0345,242.6865,53549
241.8538,243.4811,242.3546,242.9179,34994
240.7793,241.7797,240.1777,240.9787,69176
238.9162,239.4906,238.5126,239.0016,37417
238.6808,240.9096,239.6391,240.2743,96153
240.7869,241.476,241.1314,241.3037,62700
244.9282,245.028,244.3918,244.7099,65276
245.9327,246.7154,245.9368,246.3261,39405
243.3534,242.9703,242.3262,242.6483,36971
244.0786,245.3386,245.1115,245.2251,76528
243.2951,242.8407,242.7635,242.8021,61740
242.5573,242.5416,241.2465,241.8941,8293
243.2194,242.726,242.321,242.5235,43376
246.2256,247.807,246.9684,247.3877,65314
255.3467,255.4464,254.7655,255.106,25234
256.1643,257.0203,256.3383,256.6793,58679
255.1538,256.7556,255.7139,256.2347,97284
257.3101,257.9058,257.3541,257.6299,23322
259.2368,260.891,258.9941,259.9426,73483
259.8508,259.9525,258.3175,259.135,1843
264.219,264.0335,263.5924,263.8129,50145
263.532,264.8656,264.027,264.4463,27216
265.2115,266.444,265.134,265.789,63689
267.2799,267.7792,267.3918,267.5855,56714
268.682,269.117,268.3638,268.7404,50916
271.8401,271.9352,270.1085,271.0218,44299
269.9343,269.5848,269.1673,269.376,65723
267.9404,268.4834,267.3147,267.8991,8403
264.7713,265.1012,264.8559,264.9785,22013
264.7536,266.481,265.8582,266.1696,59436
269.3093,268.6812,267.8579,268.2695,2604
269.1629,270.5142,268.5346,269.5244,43229
275.3429,274.2713,273.8578,274.0645,13862
274.2379,274.5515,273.6018,274.0766,12594
277.6134,276.0741,275.7996,275.9369,73042
273.4486,273.5503,272.3538,272.9521,99834
270.7546,273.1378,270.7077,271.9228,69326
273.3365,274.0242,273.6584,273.8413,60856
276.0537,276.2297,276.1581,276.1939,51404
274.6876,275.8515,274.9676,275.4096,37709
274.9286,275.3115,275.1684,275.2399,78950
269.978,271.3428,270.8364,271.0896,26233
270.1535,270.4842,269.8135,270.1489,50009
272.7754,273.7592,271.4033,272.5813,22617
273.3505,274.8336,273.5193,274.1764,60944
277.1806,275.7289,275.4242,275.5765,72328
275.7938,276.0274,275.4552,275.7413,33723
275.1126,276.0329,275.5437,275.7883,85406
272.6553,274.2307,273.7589,273.9948,49465
275.9866,276.1287,275.7452,275.937,44415
276.9096,277.29,276.9624,277.1262,81460
279.1717,278.8816,278.1532,278.5174,85763
276.961,277.4642,276.6961,277.0801,92842
270.1704,271.6016,270.6811,271.1414,29618
275.5174,274.5683,273.7183,274.1433,20622
273.2146,272.962,272.7541,272.858,57852
270.3249,270.5537,270.5086,270.5312,39052
272.5689,272.7627,272.1059,272.4343,69225
271.7795,272.0713,270.7158,271.3936,15899
273.1215,274.6211,273.9735,274.2973,7954
276.1477,276.1822,275.8522,276.0172,92492
277.5562,279.116,276.747,277.9315,32089
274.5802,274.2616,274.0642,274.1629,64015
276.8968,277.9752,277.0508,277.513,40818
277.761,278.5494,277.9822,278.2658,49848
278.6492,277.5141,277.0179,277.266,88181
278.7168,277.7148,277.6679,277.6913,79593
270.0897,273.0647,272.5086,272.7866,43150
274.8793,274.0031,273.8543,273.9287,74406
271.0764,271.9064,270.3663,271.1363,84262
266.9275,267.9801,267.0116,267.4959,51806
262.6543,263.7108,263.19,263.4504,71289
265.6495,266.6545,266.1616,266.4081,73672
264.2183,265.1333,264.3833,264.7583,94518
267.9364,269.6889,268.002,268.8455,26564
266.3451,267.558,267.3057,267.4319,45505
262.0721,263.1844,262.6007,262.8926,50149
260.2359,260.3538,259.6134,259.9836,66657
263.2621,263.5575,262.8876,263.2225,53347
263.2768,262.9859,262.6911,262.8385,68750
261.3716,261.5215,261.3258,261.4237,53143
260.8416,262.1371,261.5991,261.8681,60022
263.5988,263.6848,262.7319,263.2083,35837
265.3735,266.5981,265.7534,266.1757,55547
270.5818,270.0888,270.027,270.0579,11076
268.172,269.1999,269.0267,269.1133,78784
265.0239,266.4845,264.6589,265.5717,2962
264.2134,264.7278,264.2726,264.5002,21407
265.7517,265.6014,264.8287,265.2151,91519
262.8243,262.7242,262.6469,262.6856,95689
260.2131,261.3848,259.0103,260.1975,72978
262.5952,261.4595,260.7766,261.1181,56572
259.5787,261.1977,260.8366,261.0172,48919
260.3154,261.3264,260.9313,261.1289,85289
258.3337,259.2124,259.1362,259.1743,93274
257.2294,258.7675,258.4387,258.6031,19703
255.6858,256.9423,255.5355,256.2389,53391
259.079,258.8188,258.2722,258.5455,6555
260.7843,261.2968,261.1992,261.248,2892
256.1948,257.0653,255.8367,256.451,40175
252.7798,255.194,252.9917,254.0929,77025
249.7176,250.9834,249.648,250.3157,47541
248.3691,249.1013,248.3259,248.7136,81749
249.0099,248.8789,248.1831,248.531,48542
243.7222,245.0327,244.8733,244.953,53990
242.3881,243.6117,241.8271,242.7194,90429
241.0904,240.3896,240.2241,240.3069,68025
240.5074,241.4927,240.1652,240.829,96289
239.4904,241.2706,240.7695,241.02,27628
240.223,239.6831,238.9261,239.3046,37777
240.2803,240.0967,239.4067,239.7517,82518
239.087,238.5651,238.3649,238.465,93012
236.5968,238.1827,237.4993,237.841,68357
242.9423,242.9816,240.7084,241.845,94022
244.5424,245.1629,245.0591,245.111,79088
241.5803,242.3804,241.5197,241.9501,84192
243.4674,244.3983,243.5654,243.9818,97350
246.6847,246.4041,245.5677,245.9859,43846
243.0547,244.1191,242.2527,243.1859,60176
245.5558,245.9963,244.4064,245.2014,77594
249.0536,249.357,248.6369,248.9969,75424
246.1565,246.3473,246.1062,246.2267,77092
243.2992,244.2942,243.6903,243.9922,87134
247.8397,247.2557,245.7436,246.4996,51921
246.1083,247.2705,247.1166,247.1935,20225
248.8889,248.8512,248.3117,248.5814,90861
249.7348,249.5395,249.3664,249.4529,45084
251.3198,251.0945,249.8105,250.4525,94856
248.1846,247.2404,247.0703,247.1554,71899
249.6656,250.246,249.2911,249.7686,82836
253.1169,253.4852,251.9444,252.7148,2117
253.4955,252.771,251.5497,252.1604,98831
252.0267,252.5082,251.6438,252.076,8447
247.4474,248.4019,248.0813,248.2416,61507
249.2552,249.8468,249.2393,249.543,18196
250.0131,251.3535,250.6375,250.9955,99341
251.1444,250.9071,250.822,250.8645,3460
254.5204,253.83,253.5905,253.7102,54490
252.7962,253.0246,252.7514,252.888,21103
253.1043,255.0158,253.6665,254.3411,57383
252.5448,252.5421,251.0041,251.7731,75582
250.3975,252.544,250.934,251.739,45906
250.1596,251.4891,251.1615,251.3253,76976
251.7819,252.3051,251.5282,251.9166,70578
251.2005,251.1351,250.8868,251.0109,60141
251.0236,250.8607,250.5514,250.706,50326
252.7519,252.9084,252.6957,252.8021,45023
253.0523,251.8384,251.608,251.7232,81865
247.7527,248.0407,247.3677,247.7042,34461
252.8452,252.2101,251.9155,252.0628,75275
256.1735,255.8935,255.2467,255.5701,6976
251.3145,252.6076,251.9784,252.293,53449
253.929,254.7782,253.3385,254.0584,5368
254.4163,253.2329,252.379,252.8059,4023
253.1138,254.4783,252.5163,253.4973,75511
253.7539,254.6645,253.8725,254.2685,92321
253.8277,254.2946,253.1012,253.6979,62891
251.3811,251.8948,251.5749,251.7349,48664
249.4264,250.0769,249.9665,250.0217,51680
247.3968,247.8538,247.6583,247.756,50245
246.7756,246.4245,245.0154,245.7199,10522
245.4788,245.854,245.3049,245.5794,43721
242.8747,244.1112,243.5812,243.8462,40428
244.4202,245.746,245.3215,245.5338,15176
250.8599,249.4613,248.9587,249.21,87969
247.6234,248.2268,247.352,247.7894,85141
248.7312,248.5615,248.2533,248.4074,20126
249.0957,250.5701,248.7769,249.6735,2096
251.1185,250.9011,250.8528,250.8769,91111
252.1918,251.8611,250.324,251.0926,30840
252.4875,254.0746,251.8904,252.9825,55155
254.5776,254.7106,253.745,254.2278,47743
250.0478,251.1877,251.0258,251.1067,19487
254.8516,253.4435,253.1853,253.3144,71265
255.7932,255.7317,255.443,255.5873,81765
253.3479,253.807,253.517,253.662,86582
253.5568,253.9945,253.5727,253.7836,50277
255.1522,256.3063,254.7801,255.5432,65086
254.6827,255.4176,254.6501,255.0338,32185
255.9029,258.5351,257.0565,257.7958,48893
263.838,264.4389,263.3922,263.9155,23381
261.7577,262.0263,261.7089,261.8676,49555
258.6559,258.3549,258.1997,258.2773,55826
258.6812,259.2633,258.9123,259.0878,70710
260.3795,261.6713,260.2951,260.9832,12764
260.4007,260.5172,260.2964,260.4068,59132
262.9391,264.4199,264.0144,264.2172,22882
260.819,260.9738,260.4398,260.7068,40175
261.0729,263.4284,261.6502,262.5393,36120
261.8525,261.0934,260.8565,260.975,7883
266.0332,265.5553,265.4211,265.4882,70756
270.0522,271.2648,270.3445,270.8047,29293
269.2887,269.2841,268.2271,268.7556,25656
267.3949,267.8366,266.7744,267.3055,43604
268.8138,269.6979,269.562,269.63,66710
266.983,268.7597,268.4665,268.6131,42307
268.7729,269.1947,267.8413,268.518,11104
267.9729,268.6183,268.6077,268.613,26966
264.3489,263.9515,263.0153,263.4834,51710
263.4844,263.8236,263.123,263.4733,18822
261.1332,261.7441,261.6206,261.6824,3925
261.8227,260.9629,259.8734,260.4181,73522
264.6605,264.9209,263.4864,264.2036,97829
258.0494,260.9636,260.8571,260.9103,5819
262.6743,263.3295,262.7868,263.0582,6371
261.2613,262.8103,261.891,262.3506,71239
261.0151,262.0158,261.27,261.6429,12984
263.6225,263.8293,263.6447,263.737,89632
264.9413,265.2391,264.0814,264.6602,89297
266.4056,266.4523,265.9415,266.1969,83277
269.67,269.3098,268.2918,268.8008,86317
268.4488,268.3163,267.5579,267.9371,10280
266.7827,266.8132,265.8338,266.3235,1292
263.6194,263.5294,263.3909,263.4601,71979
262.3206,261.8969,260.7267,261.3118,10182
268.789,269.0468,269.0418,269.0443,45362
272.1827,272.6416,272.1983,272.4199,3576
267.2301,269.5294,268.0038,268.7666,1819
266.0795,265.5152,264.9631,265.2391,45450
266.4822,266.934,266.1536,266.5438,87145
270.388,268.0879,267.9704,268.0291,64399
269.1992,269.7042,269.35,269.5271,53772
268.9383,269.286,268.4478,268.8669,25313
268.9967,268.6351,268.4778,268.5564,73248
268.5731,269.4933,269.4344,269.4638,15857
270.0124,269.9651,269.4794,269.7222,28083
263.7907,264.8167,262.7098,263.7633,87608
262.9437,263.6277,262.7393,263.1835,28565
261.8871,261.0134,260.9248,260.9691,6751
260.7436,261.454,261.4508,261.4524,30285
269.5057,269.546,269.0212,269.2836,72150
271.4797,270.7751,269.8251,270.3001,38402
268.9084,269.756,269.2033,269.4796,87276
271.7484,272.3767,271.6046,271.9907,86564
275.2539,273.6574,273.004,273.3307,4207
274.897,275.0419,273.9707,274.5063,3656
275.7802,276.8662,275.533,276.1996,18634
282.5862,282.2834,281.5314,281.9074,43772
278.2725,278.7578,278.7373,278.7475,27418
278.7807,280.0958,280.0955,280.0956,80694
278.6715,277.8075,277.2502,277.5289,81632
278.1748,279.2334,278.9633,279.0984,93417
278.5964,277.1063,276.0182,276.5622,96645
275.0313,275.7872,275.084,275.4356,85793
276.4081,275.4171,273.8837,274.6504,33720
276.2191,277.7095,277.0063,277.3579,38907
280.7943,280.0952,279.7709,279.9331,73103
276.8884,277.034,275.9138,276.4739,4460
277.3487,277.0201,276.2867,276.6534,93504
275.5158,275.1475,274.2884,274.718,61041
270.883,271.6504,270.9258,271.2881,36282
269.6635,270.8883,270.5647,270.7265,38052
269.8772,270.0517,269.7852,269.9184,31312
276.6806,276.821,276.1702,276.4956,94551
277.3272,278.0994,277.3413,277.7203,6504
274.1503,274.0366,273.8078,273.9222,88982
272.6719,272.4864,272.3187,272.4025,86089
274.4607,275.3702,275.0539,275.2121,18048
281.3202,281.5666,280.4079,280.9872,88257
276.3372,276.813,276.3049,276.5589,65783
270.8176,272.1829,270.592,271.3875,30100
277.1453,276.754,276.2303,276.4922,81447
276.95,277.8998,277.2943,277.5971,3632
274.8374,275.4318,274.9971,275.2145,49699
276.7732,277.461,275.9658,276.7134,69601
270.5585,269.4516,269.4435,269.4476,47046
269.6395,269.4875,269.4798,269.4836,28694
270.8225,270.9548,269.8332,270.394,18343
272.6765,273.6458,272.1946,272.9202,91269
270.1168,270.2241,270.1366,270.1804,16406
270.3992,270.5554,270.3224,270.4389,35775
268.199,268.1719,267.7546,267.9632,63240
268.4358,268.7161,268.6327,268.6744,34489
267.3662,266.8471,265.7443,266.2957,74236
264.9386,265.453,265.0181,265.2355,90438
261.2757,262.8875,262.3541,262.6208,81190
266.5323,264.5321,264.1821,264.3571,35022
266.391,267.4889,265.8169,266.6529,68881
267.1021,266.2903,265.8176,266.0539,99408
267.3041,266.7174,265.6472,266.1823,35429
263.0969,262.4866,262.2194,262.353,14170
261.4376,261.7525,261.4336,261.593,71954
261.7128,262.3172,260.6585,261.4879,18475
267.341,268.7466,267.9876,268.3671,28296
266.9944,265.9658,264.8537,265.4097,23123
268.6341,270.1019,268.5428,269.3224,7960
271.8268,272.0584,272.0097,272.0341,49723
272.9057,273.4479,272.2015,272.8247,59408
277.5604,278.2209,277.0789,277.6499,98479
278.1616,278.8849,278.5368,278.7108,35339
280.9938,280.019,279.6277,279.8233,36783
280.5001,279.751,279.6543,279.7027,73542
283.4266,283.9594,282.3466,283.153,20830
285.9428,286.6356,285.9364,286.286,84349
285.4318,284.5534,284.4934,284.5234,82129
280.407,281.5082,280.0884,280.7983,80355
281.5767,280.3917,280.1211,280.2564,17625
278.135,278.8456,277.239,278.0423,84987
278.9187,278.1461,277.6407,277.8934,92990
281.2639,281.9415,280.7785,281.36,98149
280.1616,280.8049,279.3981,280.1015,41106
281.0389,280.421,279.5981,280.0095,16575
282.0442,281.6848,278.7152,280.2,97099
283.9282,283.339,281.8716,282.6053,44848
277.0108,276.6821,275.8854,276.2838,73423
275.1207,274.6452,274.6252,274.6352,38903
274.8243,275.6197,274.8661,275.2429,90370
278.8203,278.9654,278.1817,278.5735,99604
276.4717,277.4523,277.0099,277.2311,78988
272.3631,272.6825,271.4303,272.0564,71913
274.131,273.8311,273.7081,273.7696,94800
270.4572,272.2409,271.8742,272.0575,36168
268.8794,269.0216,268.6747,268.8482,86078
267.5291,267.6257,266.7673,267.1965,44878
266.6632,266.9128,266.5476,266.7302,80792
265.4286,265.2895,264.9982,265.1438,74501
258.2786,259.72,258.9248,259.3224,7902
261.0656,262.7002,260.6491,261.6746,83797
265.8597,265.1919,264.8818,265.0368,81624
266.7906,266.8994,266.6808,266.7901,73545
264.0505,264.616,262.9472,263.7816,20464
262.8448,264.0407,262.5121,263.2764,4534
263.301,264.0642,262.507,263.2856,78335
263.0591,264.9262,264.8508,264.8885,8791
267.3622,266.9298,266.4408,266.6853,10512
266.19,265.592,263.9161,264.754,97187
264.1509,265.278,264.7172,264.9976,22720
265.4848,266.4361,266.0357,266.2359,15563
270.4957,270.2596,270.0173,270.1384,53255
273.2716,272.3103,271.8269,272.0686,85756
274.2409,274.2568,274.2283,274.2426,63694
273.4875,274.8576,274.1421,274.4999,85037
278.2248,278.4213,278.3768,278.399,43094
278.7039,280.7356,278.3997,279.5677,61504
276.6321,277.4028,276.9738,277.1883,95209
280.8496,281.1669,281.0451,281.106,31622
282.3067,283.2641,282.9278,283.096,69253
281.2122,281.9799,281.7601,281.87,91046
280.6094,281.2634,279.8299,280.5467,23798
281.5883,282.3714,280.4421,281.4067,90361
281.5305,282.7897,282.6869,282.7383,28167
283.6613,283.3973,283.2515,283.3244,48373
283.9091,284.7175,283.7521,284.2348,9381
289.7197,289.107,289.0831,289.0951,11961
292.906,292.9152,291.5283,292.2217,15349
292.3297,293.326,292.2901,292.808,86845
296.1382,296.0208,295.1663,295.5936,18871
291.8364,292.8442,292.2978,292.571,26143
294.9311,293.9438,293.5852,293.7645,21207
298.3919,299.8341,298.3839,299.109,64412
298.8026,298.5872,298.3862,298.4867,70040
295.8199,296.1044,295.8686,295.9865,3622
293.1888,294.6104,293.5616,294.086,30477
291.6972,291.0656,290.7562,290.9109,1913
288.1253,289.4632,287.8509,288.6571,64766
286.1495,288.2152,287.0177,287.6164,14055
281.1505,283.8308,283.3743,283.6026,58391
282.9305,284.5728,282.7777,283.6752,22585
287.4447,286.9559,285.5703,286.2631,28309
284.7636,284.3729,283.0135,283.6932,11864
287.4107,288.7148,287.3485,288.0316,22781
289.2064,290.2863,288.7771,289.5317,95588
292.1365,292.7356,292.3534,292.5445,79133
289.4866,290.7296,290.569,290.6493,1541
292.3276,293.9694,292.3546,293.162,32983
290.8438,290.6626,289.3179,289.9902,10398
293.0432,292.9265,292.2752,292.6008,25759
293.3731,293.3695,292.8963,293.1329,90641
293.6032,295.0922,294.4758,294.784,62353
291.436,291.548,291.148,291.348,60325
286.7735,288.7969,288.7418,288.7694,56761
291.2574,290.974,290.0717,290.5229,22118
288.02,287.9633,287.6302,287.7967,80284
287.9917,289.3419,288.9753,289.1586,87609
286.6175,285.552,284.9167,285.2343,80668
286.132,287.7505,287.6138,287.6821,77479
284.6172,284.3271,284.0032,284.1652,21480
286.239,286.0141,285.5119,285.763,40919
286.5099,288.3906,286.7683,287.5794,32081
285.572,285.6611,285.5477,285.6044,37548
285.8845,287.361,287.2295,287.2953,75010
285.6123,288.2275,287.9169,288.0722,82791
285.6308,286.635,286.4626,286.5488,31888
283.1626,284.4801,282.8948,283.6874,32608
278.6857,278.3263,277.9698,278.1481,10401
279.2049,279.4722,278.8246,279.1484,56417
274.8854,275.055,274.5615,274.8082,66976
274.2605,275.6171,274.5784,275.0977,53959
273.9642,274.5013,274.2997,274.4005,46694
275.5207,276.5308,276.0522,276.2915,33421
274.4722,275.5627,275.4066,275.4846,50625
274.1155,274.9484,274.2608,274.6046,20163
276.7036,277.4304,275.8532,276.6418,6036
277.1195,278.0432,277.1496,277.5964,49918
278.2315,279.2952,277.7083,278.5018,66521
280.4199,281.0667,278.6063,279.8365,98193
275.1534,275.6375,275.4973,275.5674,21726
276.5692,278.2666,277.0943,277.6804,93053
279.8812,279.4555,279.3623,279.4089,79011
276.8168,276.7987,276.3936,276.5962,78083
276.2208,276.0134,275.884,275.9487,26132
276.3858,276.0444,275.6913,275.8678,39011
275.9018,275.5398,275.509,275.5244,89953
276.4956,276.8135,276.1301,276.4718,45437
282.4689,281.0111,279.9024,280.4568,31032
282.4258,284.2303,282.8071,283.5187,38822
279.3344,279.8934,279.76,279.8267,61574
282.4126,282.2886,280.9021,281.5954,57909
285.4878,285.6277,285.1038,285.3657,43786
287.1495,286.5901,286.4061,286.4981,60542
289.7999,289.9052,289.3996,289.6524,28932
296.7281,296.0139,295.0059,295.5099,56446
297.6622,298.9492,298.1801,298.5647,95187
300.5444,299.5942,299.0835,299.3389,54371
303.5598,302.9666,302.0277,302.4971,25570
301.8657,303.2765,302.6549,302.9657,62155
303.6418,303.735,302.4018,303.0684,7415
301.9947,303.6757,300.3916,302.0337,39227
306.2276,307.1776,306.3943,306.7859,92864
302.5816,304.4393,304.1723,304.3058,63098
308.0623,309.4338,308.5648,308.9993,52807
311.2345,310.637,310.5125,310.5748,4518
307.0077,306.6935,305.8263,306.2599,22460
307.2222,307.4962,307.3368,307.4165,43440
301.7291,301.0371,300.9458,300.9914,65042
303.7632,302.961,302.8475,302.9042,60922
305.7577,306.3396,304.8923,305.6159,65624
303.1778,304.8052,302.8671,303.8362,66400
304.6445,304.7127,303.7712,304.2419,30396
310.6709,310.8977,309.5377,310.2177,59897
309.3039,308.7863,308.5734,308.6798,80935
306.2351,305.9228,304.9613,305.4421,80240
308.7314,310.0241,309.9724,309.9982,2698
315.6296,316.4571,315.7693,316.1132,86490
314.3557,316.6542,315.6589,316.1565,46573
320.1017,319.7933,318.9786,319.3859,37194
323.4962,323.8552,323.5495,323.7024,45664
321.7466,321.3561,321.3065,321.3313,12416
318.3882,320.0079,319.6,319.804,46384
325.1331,324.6512,322.8935,323.7724,22169
328.0806,329.5456,328.975,329.2603,71110
331.9161,331.8753,330.418,331.1466,99694
328.3824,329.2864,327.2461,328.2662,48678
334.6316,335.0242,334.6197,334.8219,13699
332.8076,333.17,332.9852,333.0776,18665
331.3591,332.3795,331.6098,331.9946,82472
334.4589,333.4794,332.8494,333.1644,96076
338.3884,339.5127,337.2386,338.3756,83426
339.9995,341.7693,340.8289,341.2991,47999
342.3543,343.5238,341.9746,342.7492,18341
344.5039,345.1235,343.6192,344.3713,92846
345.4837,345.1523,343.959,344.5556,40205
345.8847,346.6538,346.3726,346.5132,50914
337.2376,337.9359,337.6292,337.7826,72132
336.8382,336.8219,336.807,336.8145,6949
338.5457,338.6473,336.6747,337.661,47784
332.4375,334.2063,333.4101,333.8082,96922
335.6392,335.2042,335.0582,335.1312,7621
334.0138,334.6935,334.2654,334.4794,62037
340.0533,341.1011,339.6681,340.3846,60103
347.8492,346.8688,344.6771,345.7729,69425
343.994,344.7877,343.6061,344.1969,41545
344.4903,343.8222,343.6021,343.7121,84262
344.2332,344.3627,342.622,343.4923,6514
340.7646,342.1748,341.7757,341.9753,40983
340.7793,342.8874,342.4654,342.6764,29656
340.9499,340.5246,339.6998,340.1122,76364
335.2077,336.5943,336.0075,336.3009,94621
336.7391,338.5632,338.2942,338.4287,89538
341.6415,341.1731,340.013,340.593,16281
336.8543,338.5685,337.2068,337.8876,32471
340.1566,341.2401,340.6534,340.9467,8753
340.8344,338.8658,338.7891,338.8275,9741
338.0276,339.8109,339.6274,339.7192,68541
341.249,342.8497,342.2303,342.54,52335
341.9868,342.4663,342.4519,342.4591,28141
343.8027,344.1458,343.9556,344.0507,50475
341.3905,342.43,342.1866,342.3083,73900
340.4824,341.7276,341.6124,341.67,11117
342.5455,341.6498,340.3518,341.0008,91222
338.7561,338.8121,338.166,338.4891,2823
338.5178,338.2752,337.5739,337.9246,21005
332.5882,333.0867,332.3636,332.7252,2138
331.4118,331.2012,331.0474,331.1243,35488
331.1383,330.3735,330.0547,330.2141,50875
328.4166,329.9437,328.8586,329.4012,24015
328.8997,329.273,328.0042,328.6386,3412
329.1544,329.86,327.077,328.4685,80331
331.6059,330.1197,330.0326,330.0762,14119
334.9416,333.5662,332.4253,332.9957,12573
330.9347,331.5473,330.1834,330.8653,76021
328.0342,327.1173,326.7176,326.9175,27943
320.9518,323.8839,323.2031,323.5435,5017
323.4991,322.184,321.8152,321.9996,38038
320.1998,321.3715,320.4256,320.8986,64285
318.2294,318.5588,318.3607,318.4598,90106
314.78,315.3812,313.3468,314.364,52110
312.8175,313.4498,312.4733,312.9616,91048
313.7454,314.0483,313.073,313.5606,29797
316.9603,315.6822,315.2333,315.4578,10186
313.3693,314.605,312.8568,313.7309,23781
311.4477,313.3079,311.6252,312.4666,28552
311.2865,309.7733,309.4311,309.6022,7910
310.025,310.7874,308.2842,309.5358,4871
308.7106,306.9528,306.9283,306.9406,15627
309.5303,309.2118,308.2491,308.7304,86143
302.0437,303.5646,302.931,303.2478,29586
302.7726,303.3159,301.0592,302.1875,46254
302.2329,303.9312,302.3242,303.1277,75950
303.722,304.5126,302.9179,303.7152,63126
311.8539,312.4325,311.417,311.9248,55029
311.5279,313.161,312.9331,313.0471,92052
309.1795,309.983,309.8874,309.9352,45211
311.719,310.1505,309.1901,309.6703,48733
304.4183,305.0783,303.3232,304.2008,21300
303.8259,304.0912,303.8808,303.986,74023
303.1237,301.6446,301.3235,301.484,35838
303.9123,304.4682,304.0797,304.2739,9828
302.5493,302.7436,302.5209,302.6323,65837
303.2077,303.0239,301.5944,302.3092,7842
300.0569,300.5696,300.2665,300.418,21059
304.9873,305.7571,305.5867,305.6719,32430
302.6602,305.084,304.3571,304.7205,85445
309.4633,310.6122,310.0581,310.3352,30930
312.0048,313.2,312.5856,312.8928,69171
314.582,314.4806,314.3843,314.4324,88692
315.0453,315.8971,315.3495,315.6233,24221
318.9494,317.462,316.3336,316.8978,13406
309.8345,311.4525,310.189,310.8207,1259
311.2875,310.7008,309.2692,309.985,20380
312.8419,312.9972,312.2744,312.6358,25192
313.2706,312.6111,312.4174,312.5142,16733
